,country,region_id,region,Year,happiness_rank,happiness_score,economy_GDP_per_capita,family,health_life_expectancy,freedom,trust_government_corruption,generosity,dystopia_residual,happiness_category
591,Egypt,MENA,Middle East and North Africa,2018,122,4.419,0.885,1.025,0.553,0.312,0.107,0.092,0.0,middle-low
592,Mozambique,SSA,Sub-Saharan Africa,2018,123,4.417,0.198,0.902,0.173,0.531,0.158,0.206,0.0,middle-low
593,Kenya,SSA,Sub-Saharan Africa,2018,124,4.41,0.493,1.048,0.454,0.504,0.055,0.352,0.0,middle-low
594,Zambia,SSA,Sub-Saharan Africa,2018,125,4.377,0.562,1.047,0.295,0.503,0.082,0.221,0.0,middle-low
595,Mauritania,SSA,Sub-Saharan Africa,2018,126,4.356,0.557,1.245,0.292,0.129,0.093,0.134,0.0,middle-low
596,Ethiopia,SSA,Sub-Saharan Africa,2018,127,4.35,0.308,0.95,0.391,0.452,0.146,0.22,0.0,middle-low
597,Georgia,CIS,Commonwealth of Independent States,2018,128,4.34,0.853,0.592,0.643,0.375,0.215,0.038,0.0,middle-low
598,Armenia,CIS,Commonwealth of Independent States,2018,129,4.321,0.816,0.99,0.666,0.26,0.028,0.077,0.0,middle-low
599,Myanmar,SEA,Southeast Asia,2018,130,4.308,0.682,1.174,0.429,0.58,0.178,0.598,0.0,middle-low
600,Chad,SSA,Sub-Saharan Africa,2018,131,4.301,0.358,0.907,0.053,0.189,0.06,0.181,0.0,middle-low
601,Congo (Kinshasa),SSA,Sub-Saharan Africa,2018,132,4.245,0.069,1.136,0.204,0.312,0.052,0.197,0.0,middle-low
602,India,SA,South Asia,2018,133,4.19,0.721,0.747,0.485,0.539,0.093,0.172,0.0,middle-low
603,Niger,SSA,Sub-Saharan Africa,2018,134,4.166,0.131,0.867,0.221,0.39,0.099,0.175,0.0,middle-low
604,Uganda,SSA,Sub-Saharan Africa,2018,135,4.161,0.322,1.09,0.237,0.45,0.061,0.259,0.0,middle-low
605,Benin,SSA,Sub-Saharan Africa,2018,136,4.141,0.378,0.372,0.24,0.44,0.067,0.163,0.0,middle-low
606,Sudan,SSA,Sub-Saharan Africa,2018,137,4.139,0.605,1.24,0.312,0.016,0.082,0.134,0.0,middle-low
607,Ukraine,CEE,Central and Eastern Europe,2018,138,4.103,0.793,1.413,0.609,0.163,0.011,0.187,0.0,middle-low
608,Togo,SSA,Sub-Saharan Africa,2018,139,3.999,0.259,0.474,0.253,0.434,0.101,0.158,0.0,low
609,Guinea,SSA,Sub-Saharan Africa,2018,140,3.964,0.344,0.792,0.211,0.394,0.094,0.185,0.0,low
610,Lesotho,SSA,Sub-Saharan Africa,2018,141,3.808,0.472,1.215,0.079,0.423,0.112,0.116,0.0,low
611,Angola,SSA,Sub-Saharan Africa,2018,142,3.795,0.73,1.125,0.269,0.0,0.061,0.079,0.0,low
612,Madagascar,SSA,Sub-Saharan Africa,2018,143,3.774,0.262,0.908,0.402,0.221,0.049,0.155,0.0,low
613,Zimbabwe,SSA,Sub-Saharan Africa,2018,144,3.692,0.357,1.094,0.248,0.406,0.099,0.132,0.0,low
614,Afghanistan,SA,South Asia,2018,145,3.632,0.332,0.537,0.255,0.085,0.036,0.191,0.0,low
615,Botswana,SSA,Sub-Saharan Africa,2018,146,3.59,1.017,1.174,0.417,0.557,0.092,0.042,0.0,low
616,Malawi,SSA,Sub-Saharan Africa,2018,147,3.587,0.186,0.541,0.306,0.531,0.08,0.21,0.0,low
617,Haiti,LAC,Latin America and Caribbean,2018,148,3.582,0.315,0.714,0.289,0.025,0.104,0.392,0.0,low
618,Liberia,SSA,Sub-Saharan Africa,2018,149,3.495,0.076,0.858,0.267,0.419,0.03,0.206,0.0,low
619,Syria,MENA,Middle East and North Africa,2018,150,3.462,0.689,0.382,0.539,0.088,0.144,0.376,0.0,low
620,Rwanda,SSA,Sub-Saharan Africa,2018,151,3.408,0.332,0.896,0.4,0.636,0.444,0.2,0.0,low
621,Yemen,MENA,Middle East and North Africa,2018,152,3.355,0.442,1.073,0.343,0.244,0.064,0.083,0.0,low
622,Tanzania,SSA,Sub-Saharan Africa,2018,153,3.303,0.455,0.991,0.381,0.481,0.097,0.27,0.0,low
623,South Sudan,SSA,Sub-Saharan Africa,2018,154,3.254,0.337,0.608,0.177,0.112,0.106,0.224,0.0,low
624,Central African Republic,SSA,Sub-Saharan Africa,2018,155,3.083,0.024,0.0,0.01,0.305,0.038,0.218,0.0,low
625,Burundi,SSA,Sub-Saharan Africa,2018,156,2.905,0.091,0.627,0.145,0.065,0.076,0.149,0.0,low
626,Finland,WE,Western Europe,2019,1,7.769,1.34,1.587,0.986,0.596,0.393,0.153,0.0,high
627,Denmark,WE,Western Europe,2019,2,7.6,1.383,1.573,0.996,0.592,0.41,0.252,0.0,high
628,Norway,WE,Western Europe,2019,3,7.554,1.488,1.582,1.028,0.603,0.341,0.271,0.0,high
629,Iceland,WE,Western Europe,2019,4,7.494,1.38,1.624,1.026,0.591,0.118,0.354,0.0,high
630,Netherlands,WE,Western Europe,2019,5,7.488,1.396,1.522,0.999,0.557,0.298,0.322,0.0,high
631,Switzerland,WE,Western Europe,2019,6,7.48,1.452,1.526,1.052,0.572,0.343,0.263,0.0,high
632,Sweden,WE,Western Europe,2019,7,7.343,1.387,1.487,1.009,0.574,0.373,0.267,0.0,high
633,New Zealand,NAANZ,North America and ANZ,2019,8,7.307,1.303,1.557,1.026,0.585,0.38,0.33,0.0,high
634,Canada,NAANZ,North America and ANZ,2019,9,7.278,1.365,1.505,1.039,0.584,0.308,0.285,0.0,high
635,Austria,WE,Western Europe,2019,10,7.246,1.376,1.475,1.016,0.532,0.226,0.244,0.0,high
636,Australia,NAANZ,North America and ANZ,2019,11,7.228,1.372,1.548,1.036,0.557,0.29,0.332,0.0,high
637,Costa Rica,LAC,Latin America and Caribbean,2019,12,7.167,1.034,1.441,0.963,0.558,0.093,0.144,0.0,high
638,Israel,MENA,Middle East and North Africa,2019,13,7.139,1.276,1.455,1.029,0.371,0.082,0.261,0.0,high
639,Luxembourg,WE,Western Europe,2019,14,7.09,1.609,1.479,1.012,0.526,0.316,0.194,0.0,high
640,United Kingdom,WE,Western Europe,2019,15,7.054,1.333,1.538,0.996,0.45,0.278,0.348,0.0,high
641,Ireland,WE,Western Europe,2019,16,7.021,1.499,1.553,0.999,0.516,0.31,0.298,0.0,high
642,Germany,WE,Western Europe,2019,17,6.985,1.373,1.454,0.987,0.495,0.265,0.261,0.0,middle-high
643,Belgium,WE,Western Europe,2019,18,6.923,1.356,1.504,0.986,0.473,0.21,0.16,0.0,middle-high
644,United States,NAANZ,North America and ANZ,2019,19,6.892,1.433,1.457,0.874,0.454,0.128,0.28,0.0,middle-high
645,Czech Republic,CEE,Central and Eastern Europe,2019,20,6.852,1.269,1.487,0.92,0.457,0.036,0.046,0.0,middle-high
646,United Arab Emirates,MENA,Middle East and North Africa,2019,21,6.825,1.503,1.31,0.825,0.598,0.182,0.262,0.0,middle-high
647,Malta,WE,Western Europe,2019,22,6.726,1.3,1.52,0.999,0.564,0.151,0.375,0.0,middle-high
648,Mexico,LAC,Latin America and Caribbean,2019,23,6.595,1.07,1.323,0.861,0.433,0.073,0.074,0.0,middle-high
649,France,WE,Western Europe,2019,24,6.592,1.324,1.472,1.045,0.436,0.183,0.111,0.0,middle-high
650,Taiwan Province of China,SA,South Asia,2019,25,6.446,1.368,1.43,0.914,0.351,0.097,0.242,0.0,middle-high
651,Chile,LAC,Latin America and Caribbean,2019,26,6.444,1.159,1.369,0.92,0.357,0.056,0.187,0.0,middle-high
652,Guatemala,LAC,Latin America and Caribbean,2019,27,6.436,0.8,1.269,0.746,0.535,0.078,0.175,0.0,middle-high
653,Saudi Arabia,MENA,Middle East and North Africa,2019,28,6.375,1.403,1.357,0.795,0.439,0.132,0.08,0.0,middle-high
654,Qatar,MENA,Middle East and North Africa,2019,29,6.374,1.684,1.313,0.871,0.555,0.167,0.22,0.0,middle-high
655,Spain,WE,Western Europe,2019,30,6.354,1.286,1.484,1.062,0.362,0.079,0.153,0.0,middle-high
656,Panama,LAC,Latin America and Caribbean,2019,31,6.321,1.149,1.442,0.91,0.516,0.054,0.109,0.0,middle-high
657,Brazil,LAC,Latin America and Caribbean,2019,32,6.3,1.004,1.439,0.802,0.39,0.086,0.099,0.0,middle-high
658,Uruguay,LAC,Latin America and Caribbean,2019,33,6.293,1.124,1.465,0.891,0.523,0.15,0.127,0.0,middle-high
659,Singapore,SEA,Southeast Asia,2019,34,6.262,1.572,1.463,1.141,0.556,0.453,0.271,0.0,middle-high
660,El Salvador,LAC,Latin America and Caribbean,2019,35,6.253,0.794,1.242,0.789,0.43,0.074,0.093,0.0,middle-high
661,Italy,WE,Western Europe,2019,36,6.223,1.294,1.488,1.039,0.231,0.03,0.158,0.0,middle-high
662,Bahrain,MENA,Middle East and North Africa,2019,37,6.199,1.362,1.368,0.871,0.536,0.11,0.255,0.0,middle-high
663,Slovakia,CEE,Central and Eastern Europe,2019,38,6.198,1.246,1.504,0.881,0.334,0.014,0.121,0.0,middle-high
664,Trinidad and Tobago,LAC,Latin America and Caribbean,2019,39,6.192,1.231,1.477,0.713,0.489,0.016,0.185,0.0,middle-high
665,Poland,CEE,Central and Eastern Europe,2019,40,6.182,1.206,1.438,0.884,0.483,0.05,0.117,0.0,middle-high
666,Uzbekistan,CIS,Commonwealth of Independent States,2019,41,6.174,0.745,1.529,0.756,0.631,0.24,0.322,0.0,middle-high
667,Lithuania,CEE,Central and Eastern Europe,2019,42,6.149,1.238,1.515,0.818,0.291,0.042,0.043,0.0,middle-high
668,Colombia,LAC,Latin America and Caribbean,2019,43,6.125,0.985,1.41,0.841,0.47,0.034,0.099,0.0,middle-high
669,Slovenia,CEE,Central and Eastern Europe,2019,44,6.118,1.258,1.523,0.953,0.564,0.057,0.144,0.0,middle-high
670,Nicaragua,LAC,Latin America and Caribbean,2019,45,6.105,0.694,1.325,0.835,0.435,0.127,0.2,0.0,middle-high
671,Kosovo,CEE,Central and Eastern Europe,2019,46,6.1,0.882,1.232,0.758,0.489,0.006,0.262,0.0,middle-high
672,Argentina,LAC,Latin America and Caribbean,2019,47,6.086,1.092,1.432,0.881,0.471,0.05,0.066,0.0,middle-high
673,Romania,CEE,Central and Eastern Europe,2019,48,6.07,1.162,1.232,0.825,0.462,0.005,0.083,0.0,middle-high
674,Cyprus,WE,Western Europe,2019,49,6.046,1.263,1.223,1.042,0.406,0.041,0.19,0.0,middle-high
675,Ecuador,LAC,Latin America and Caribbean,2019,50,6.028,0.912,1.312,0.868,0.498,0.087,0.126,0.0,middle-high
676,Kuwait,MENA,Middle East and North Africa,2019,51,6.021,1.5,1.319,0.808,0.493,0.097,0.142,0.0,middle-high
677,Thailand,SEA,Southeast Asia,2019,52,6.008,1.05,1.409,0.828,0.557,0.028,0.359,0.0,middle-high
678,Latvia,CEE,Central and Eastern Europe,2019,53,5.94,1.187,1.465,0.812,0.264,0.064,0.075,0.0,middle-high
679,South Korea,EA,East Asia,2019,54,5.895,1.301,1.219,1.036,0.159,0.056,0.175,0.0,middle-high
680,Estonia,CEE,Central and Eastern Europe,2019,55,5.893,1.237,1.528,0.874,0.495,0.161,0.103,0.0,middle-high
681,Jamaica,LAC,Latin America and Caribbean,2019,56,5.89,0.831,1.478,0.831,0.49,0.028,0.107,0.0,middle-high
682,Mauritius,SSA,Sub-Saharan Africa,2019,57,5.888,1.12,1.402,0.798,0.498,0.06,0.215,0.0,middle-high
683,Japan,EA,East Asia,2019,58,5.886,1.327,1.419,1.088,0.445,0.14,0.069,0.0,middle-high
684,Honduras,LAC,Latin America and Caribbean,2019,59,5.86,0.642,1.236,0.828,0.507,0.078,0.246,0.0,middle-high
685,Kazakhstan,CIS,Commonwealth of Independent States,2019,60,5.809,1.173,1.508,0.729,0.41,0.096,0.146,0.0,middle-high
686,Bolivia,LAC,Latin America and Caribbean,2019,61,5.779,0.776,1.209,0.706,0.511,0.064,0.137,0.0,middle-high
687,Hungary,CEE,Central and Eastern Europe,2019,62,5.758,1.201,1.41,0.828,0.199,0.02,0.081,0.0,middle-high
688,Paraguay,LAC,Latin America and Caribbean,2019,63,5.743,0.855,1.475,0.777,0.514,0.08,0.184,0.0,middle-high
689,North Cyprus,WE,Western Europe,2019,64,5.718,1.263,1.252,1.042,0.417,0.162,0.191,0.0,middle-high
690,Peru,LAC,Latin America and Caribbean,2019,65,5.697,0.96,1.274,0.854,0.455,0.027,0.083,0.0,middle-high
691,Portugal,WE,Western Europe,2019,66,5.693,1.221,1.431,0.999,0.508,0.025,0.047,0.0,middle-high
692,Pakistan,SA,South Asia,2019,67,5.653,0.677,0.886,0.535,0.313,0.098,0.22,0.0,middle-high
693,Russia,CIS,Commonwealth of Independent States,2019,68,5.648,1.183,1.452,0.726,0.334,0.031,0.082,0.0,middle-high
694,Philippines,SEA,Southeast Asia,2019,69,5.631,0.807,1.293,0.657,0.558,0.107,0.117,0.0,middle-high
695,Serbia,CEE,Central and Eastern Europe,2019,70,5.603,1.004,1.383,0.854,0.282,0.039,0.137,0.0,middle-high
696,Moldova,CEE,Central and Eastern Europe,2019,71,5.529,0.685,1.328,0.739,0.245,0.0,0.181,0.0,middle-high
697,Libya,MENA,Middle East and North Africa,2019,72,5.525,1.044,1.303,0.673,0.416,0.152,0.133,0.0,middle-high
698,Montenegro,CEE,Central and Eastern Europe,2019,73,5.523,1.051,1.361,0.871,0.197,0.08,0.142,0.0,middle-high
699,Tajikistan,CIS,Commonwealth of Independent States,2019,74,5.467,0.493,1.098,0.718,0.389,0.144,0.23,0.0,middle-low
700,Croatia,CEE,Central and Eastern Europe,2019,75,5.432,1.155,1.266,0.914,0.296,0.022,0.119,0.0,middle-low
701,Hong Kong,EA,East Asia,2019,76,5.43,1.438,1.277,1.122,0.44,0.287,0.258,0.0,middle-low
702,Dominican Republic,LAC,Latin America and Caribbean,2019,77,5.425,1.015,1.401,0.779,0.497,0.101,0.113,0.0,middle-low
703,Bosnia and Herzegovina,CEE,Central and Eastern Europe,2019,78,5.386,0.945,1.212,0.845,0.212,0.006,0.263,0.0,middle-low
704,Turkey,MENA,Middle East and North Africa,2019,79,5.373,1.183,1.36,0.808,0.195,0.106,0.083,0.0,middle-low
705,Malaysia,SEA,Southeast Asia,2019,80,5.339,1.221,1.171,0.828,0.508,0.024,0.26,0.0,middle-low
706,Belarus,CIS,Commonwealth of Independent States,2019,81,5.323,1.067,1.465,0.789,0.235,0.142,0.094,0.0,middle-low
707,Greece,WE,Western Europe,2019,82,5.287,1.181,1.156,0.999,0.067,0.034,0.0,0.0,middle-low
708,Mongolia,EA,East Asia,2019,83,5.285,0.948,1.531,0.667,0.317,0.038,0.235,0.0,middle-low
709,Macedonia,CEE,Central and Eastern Europe,2019,84,5.274,0.983,1.294,0.838,0.345,0.034,0.185,0.0,middle-low
710,Nigeria,SSA,Sub-Saharan Africa,2019,85,5.265,0.696,1.111,0.245,0.426,0.041,0.215,0.0,middle-low
711,Kyrgyzstan,CIS,Commonwealth of Independent States,2019,86,5.261,0.551,1.438,0.723,0.508,0.023,0.3,0.0,middle-low
712,Turkmenistan,CIS,Commonwealth of Independent States,2019,87,5.247,1.052,1.538,0.657,0.394,0.028,0.244,0.0,middle-low
713,Algeria,MENA,Middle East and North Africa,2019,88,5.211,1.002,1.16,0.785,0.086,0.114,0.073,0.0,middle-low
714,Morocco,MENA,Middle East and North Africa,2019,89,5.208,0.801,0.782,0.782,0.418,0.076,0.036,0.0,middle-low
715,Azerbaijan,CIS,Commonwealth of Independent States,2019,90,5.208,1.043,1.147,0.769,0.351,0.182,0.035,0.0,middle-low
716,Lebanon,MENA,Middle East and North Africa,2019,91,5.197,0.987,1.224,0.815,0.216,0.027,0.166,0.0,middle-low
717,Indonesia,SEA,Southeast Asia,2019,92,5.192,0.931,1.203,0.66,0.491,0.028,0.498,0.0,middle-low
718,China,EA,East Asia,2019,93,5.191,1.029,1.125,0.893,0.521,0.1,0.058,0.0,middle-low
719,Vietnam,SEA,Southeast Asia,2019,94,5.175,0.741,1.346,0.851,0.543,0.073,0.147,0.0,middle-low
720,Bhutan,SA,South Asia,2019,95,5.082,0.813,1.321,0.604,0.457,0.167,0.37,0.0,middle-low
721,Cameroon,SSA,Sub-Saharan Africa,2019,96,5.044,0.549,0.91,0.331,0.381,0.037,0.187,0.0,middle-low
722,Bulgaria,CEE,Central and Eastern Europe,2019,97,5.011,1.092,1.513,0.815,0.311,0.004,0.081,0.0,middle-low
723,Ghana,SSA,Sub-Saharan Africa,2019,98,4.996,0.611,0.868,0.486,0.381,0.04,0.245,0.0,middle-low
724,Ivory Coast,SSA,Sub-Saharan Africa,2019,99,4.944,0.569,0.808,0.232,0.352,0.09,0.154,0.0,middle-low
725,Nepal,SA,South Asia,2019,100,4.913,0.446,1.226,0.677,0.439,0.089,0.285,0.0,middle-low
726,Jordan,MENA,Middle East and North Africa,2019,101,4.906,0.837,1.225,0.815,0.383,0.13,0.11,0.0,middle-low
727,Benin,SSA,Sub-Saharan Africa,2019,102,4.883,0.393,0.437,0.397,0.349,0.082,0.175,0.0,middle-low
728,Congo (Brazzaville),SSA,Sub-Saharan Africa,2019,103,4.812,0.673,0.799,0.508,0.372,0.093,0.105,0.0,middle-low
729,Gabon,SSA,Sub-Saharan Africa,2019,104,4.799,1.057,1.183,0.571,0.295,0.055,0.043,0.0,middle-low
730,Laos,SEA,Southeast Asia,2019,105,4.796,0.764,1.03,0.551,0.547,0.164,0.266,0.0,middle-low
731,South Africa,SSA,Sub-Saharan Africa,2019,106,4.722,0.96,1.351,0.469,0.389,0.055,0.13,0.0,middle-low
732,Albania,CEE,Central and Eastern Europe,2019,107,4.719,0.947,0.848,0.874,0.383,0.027,0.178,0.0,middle-low
733,Venezuela,LAC,Latin America and Caribbean,2019,108,4.707,0.96,1.427,0.805,0.154,0.047,0.064,0.0,middle-low
734,Cambodia,SEA,Southeast Asia,2019,109,4.7,0.574,1.122,0.637,0.609,0.062,0.232,0.0,middle-low
735,Palestinian Territories,MENA,Middle East and North Africa,2019,110,4.696,0.657,1.247,0.672,0.225,0.066,0.103,0.0,middle-low
736,Senegal,SSA,Sub-Saharan Africa,2019,111,4.681,0.45,1.134,0.571,0.292,0.072,0.153,0.0,middle-low
737,Somalia,SSA,Sub-Saharan Africa,2019,112,4.668,0.0,0.698,0.268,0.559,0.27,0.243,0.0,middle-low
738,Namibia,SSA,Sub-Saharan Africa,2019,113,4.639,0.879,1.313,0.477,0.401,0.056,0.07,0.0,middle-low
739,Niger,SSA,Sub-Saharan Africa,2019,114,4.628,0.138,0.774,0.366,0.318,0.102,0.188,0.0,middle-low
740,Burkina Faso,SSA,Sub-Saharan Africa,2019,115,4.587,0.331,1.056,0.38,0.255,0.113,0.177,0.0,middle-low
741,Armenia,CIS,Commonwealth of Independent States,2019,116,4.559,0.85,1.055,0.815,0.283,0.064,0.095,0.0,middle-low
742,Iran,MENA,Middle East and North Africa,2019,117,4.548,1.1,0.842,0.785,0.305,0.125,0.27,0.0,middle-low
743,Guinea,SSA,Sub-Saharan Africa,2019,118,4.534,0.38,0.829,0.375,0.332,0.086,0.207,0.0,middle-low
744,Georgia,CIS,Commonwealth of Independent States,2019,119,4.519,0.886,0.666,0.752,0.346,0.164,0.043,0.0,middle-low
745,Gambia,SSA,Sub-Saharan Africa,2019,120,4.516,0.308,0.939,0.428,0.382,0.167,0.269,0.0,middle-low
746,Kenya,SSA,Sub-Saharan Africa,2019,121,4.509,0.512,0.983,0.581,0.431,0.053,0.372,0.0,middle-low
747,Mauritania,SSA,Sub-Saharan Africa,2019,122,4.49,0.57,1.167,0.489,0.066,0.088,0.106,0.0,middle-low
748,Mozambique,SSA,Sub-Saharan Africa,2019,123,4.466,0.204,0.986,0.39,0.494,0.138,0.197,0.0,middle-low
749,Tunisia,MENA,Middle East and North Africa,2019,124,4.461,0.921,1.0,0.815,0.167,0.055,0.059,0.0,middle-low
750,Bangladesh,SA,South Asia,2019,125,4.456,0.562,0.928,0.723,0.527,0.143,0.166,0.0,middle-low
751,Iraq,MENA,Middle East and North Africa,2019,126,4.437,1.043,0.98,0.574,0.241,0.089,0.148,0.0,middle-low
752,Congo (Kinshasa),SSA,Sub-Saharan Africa,2019,127,4.418,0.094,1.125,0.357,0.269,0.053,0.212,0.0,middle-low
753,Mali,SSA,Sub-Saharan Africa,2019,128,4.39,0.385,1.105,0.308,0.327,0.052,0.153,0.0,middle-low
754,Sierra Leone,SSA,Sub-Saharan Africa,2019,129,4.374,0.268,0.841,0.242,0.309,0.045,0.252,0.0,middle-low
755,Sri Lanka,SA,South Asia,2019,130,4.366,0.949,1.265,0.831,0.47,0.047,0.244,0.0,middle-low
756,Myanmar,SEA,Southeast Asia,2019,131,4.36,0.71,1.181,0.555,0.525,0.172,0.566,0.0,middle-low
757,Chad,SSA,Sub-Saharan Africa,2019,132,4.35,0.35,0.766,0.192,0.174,0.078,0.198,0.0,middle-low
758,Ukraine,CEE,Central and Eastern Europe,2019,133,4.332,0.82,1.39,0.739,0.178,0.01,0.187,0.0,middle-low
759,Ethiopia,SSA,Sub-Saharan Africa,2019,134,4.286,0.336,1.033,0.532,0.344,0.1,0.209,0.0,middle-low
760,Swaziland,SSA,Sub-Saharan Africa,2019,135,4.212,0.811,1.149,0.0,0.313,0.135,0.074,0.0,middle-low
761,Uganda,SSA,Sub-Saharan Africa,2019,136,4.189,0.332,1.069,0.443,0.356,0.06,0.252,0.0,middle-low
762,Egypt,MENA,Middle East and North Africa,2019,137,4.166,0.913,1.039,0.644,0.241,0.067,0.076,0.0,middle-low
763,Zambia,SSA,Sub-Saharan Africa,2019,138,4.107,0.578,1.058,0.426,0.431,0.087,0.247,0.0,middle-low
764,Togo,SSA,Sub-Saharan Africa,2019,139,4.085,0.275,0.572,0.41,0.293,0.085,0.177,0.0,middle-low
765,India,SA,South Asia,2019,140,4.015,0.755,0.765,0.588,0.498,0.085,0.2,0.0,middle-low
766,Liberia,SSA,Sub-Saharan Africa,2019,141,3.975,0.073,0.922,0.443,0.37,0.033,0.233,0.0,low
767,Comoros,SSA,Sub-Saharan Africa,2019,142,3.973,0.274,0.757,0.505,0.142,0.078,0.275,0.0,low
768,Madagascar,SSA,Sub-Saharan Africa,2019,143,3.933,0.274,0.916,0.555,0.148,0.041,0.169,0.0,low
769,Lesotho,SSA,Sub-Saharan Africa,2019,144,3.802,0.489,1.169,0.168,0.359,0.093,0.107,0.0,low
770,Burundi,SSA,Sub-Saharan Africa,2019,145,3.775,0.046,0.447,0.38,0.22,0.18,0.176,0.0,low
771,Zimbabwe,SSA,Sub-Saharan Africa,2019,146,3.663,0.366,1.114,0.433,0.361,0.089,0.151,0.0,low
772,Haiti,LAC,Latin America and Caribbean,2019,147,3.597,0.323,0.688,0.449,0.026,0.11,0.419,0.0,low
773,Botswana,SSA,Sub-Saharan Africa,2019,148,3.488,1.041,1.145,0.538,0.455,0.1,0.025,0.0,low
774,Syria,MENA,Middle East and North Africa,2019,149,3.462,0.619,0.378,0.44,0.013,0.141,0.331,0.0,low
775,Malawi,SSA,Sub-Saharan Africa,2019,150,3.41,0.191,0.56,0.495,0.443,0.089,0.218,0.0,low
776,Yemen,MENA,Middle East and North Africa,2019,151,3.38,0.287,1.163,0.463,0.143,0.077,0.108,0.0,low
777,Rwanda,SSA,Sub-Saharan Africa,2019,152,3.334,0.359,0.711,0.614,0.555,0.411,0.217,0.0,low
778,Tanzania,SSA,Sub-Saharan Africa,2019,153,3.231,0.476,0.885,0.499,0.417,0.147,0.276,0.0,low
779,Afghanistan,SA,South Asia,2019,154,3.203,0.35,0.517,0.361,0.0,0.025,0.158,0.0,low
780,Central African Republic,SSA,Sub-Saharan Africa,2019,155,3.083,0.026,0.0,0.105,0.225,0.035,0.235,0.0,low
781,South Sudan,SSA,Sub-Saharan Africa,2019,156,2.853,0.306,0.575,0.295,0.01,0.091,0.202,0.0,low
782,Finland,WE,Western Europe,2020,1,7.808700085,1.285189509,1.499525905,0.961271405,0.66231674,0.477857262,0.159670442,2.762835026,high
783,Denmark,WE,Western Europe,2020,2,7.645599842,1.326948524,1.503449202,0.979332566,0.665039897,0.495260328,0.242793396,2.432740688,high
784,Switzerland,WE,Western Europe,2020,3,7.559899807,1.39077425,1.472403407,1.040533185,0.62895447,0.407945901,0.269055754,2.35026741,high
785,Iceland,WE,Western Europe,2020,4,7.504499912,1.326501608,1.547567487,1.000843406,0.661980748,0.144540772,0.362330228,2.460688114,high
786,Norway,WE,Western Europe,2020,5,7.487999916,1.42420733,1.495172501,1.008071899,0.670200884,0.434100568,0.287985086,2.168266296,high
787,Netherlands,WE,Western Europe,2020,6,7.448900223,1.338946342,1.463645935,0.975675344,0.61362648,0.368569762,0.336317569,2.352117062,high
788,Sweden,WE,Western Europe,2020,7,7.353499889,1.322235227,1.433347702,0.986470461,0.650297701,0.442066371,0.272827893,2.246299267,high
789,New Zealand,NAANZ,North America and ANZ,2020,8,7.299600124,1.242317915,1.48721838,1.008138299,0.646789908,0.461268276,0.325726211,2.128108025,high
790,Austria,WE,Western Europe,2020,9,7.294199944,1.317285538,1.437444925,1.000933528,0.603368878,0.281256139,0.255509764,2.398446083,high
791,Luxembourg,WE,Western Europe,2020,10,7.237500191,1.536676049,1.387528419,0.986442685,0.610137045,0.367041469,0.19595392,2.153700352,high
792,Canada,NAANZ,North America and ANZ,2020,11,7.23210001,1.301647663,1.435391903,1.022501945,0.644028127,0.351701856,0.28152892,2.195269108,high
793,Australia,NAANZ,North America and ANZ,2020,12,7.222799778,1.310396433,1.477146268,1.022607684,0.621877193,0.335996419,0.324973613,2.129804134,high
794,United Kingdom,WE,Western Europe,2020,13,7.164500237,1.273061037,1.457844973,0.97570008,0.525168657,0.322601646,0.373433441,2.236721992,high
795,Israel,MENA,Middle East and North Africa,2020,14,7.128600121,1.216463685,1.403256774,1.008052945,0.420699477,0.09989845,0.266861796,2.713358402,high
796,Costa Rica,LAC,Latin America and Caribbean,2020,15,7.121399879,0.981107712,1.374853611,0.939635336,0.645017743,0.096362092,0.131266311,2.953135014,high
797,Ireland,WE,Western Europe,2020,16,7.093699932,1.446886778,1.470596433,0.975670695,0.587779939,0.373433262,0.295426995,1.943878174,high
798,Germany,WE,Western Europe,2020,17,7.075799942,1.314184546,1.368543744,0.972114801,0.564274132,0.309362292,0.252037704,2.295249462,high
799,United States,NAANZ,North America and ANZ,2020,18,6.939599991,1.37398684,1.404786706,0.831618011,0.534608245,0.152284741,0.298143059,2.344124794,middle-high
800,Czech Republic,CEE,Central and Eastern Europe,2020,19,6.910900116,1.212322354,1.40528667,0.89456445,0.505744576,0.049803223,0.046325929,2.796808243,middle-high
801,Belgium,WE,Western Europe,2020,20,6.863500118,1.295842767,1.398677588,0.964901149,0.499805421,0.208724052,0.146966159,2.348626614,middle-high
802,United Arab Emirates,MENA,Middle East and North Africa,2020,21,6.790800095,1.431086421,1.251170993,0.787814438,0.652936101,0.220213518,0.28065598,2.166965961,middle-high
803,Malta,WE,Western Europe,2020,22,6.772799969,1.252513289,1.442956924,0.972042024,0.633239031,0.178864077,0.341180831,1.952012062,middle-high
804,France,WE,Western Europe,2020,23,6.663799763,1.268129349,1.458839178,1.029714227,0.514050901,0.227303237,0.112607703,2.053198338,middle-high
805,Mexico,LAC,Latin America and Caribbean,2020,24,6.465000153,1.024387479,1.226333499,0.831601024,0.553892553,0.083133668,0.083094485,2.662540197,middle-high
806,Taiwan Province of China,SA,South Asia,2020,25,6.45539999,1.327470541,1.357760668,0.878437996,0.449404389,0.131516352,0.150598705,2.160238743,middle-high
807,Uruguay,LAC,Latin America and Caribbean,2020,26,6.440100193,1.071000457,1.425081134,0.856928885,0.59426707,0.193425074,0.132143691,2.167276382,middle-high
