,country,region_id,region,Year,happiness_rank,happiness_score,economy_GDP_per_capita,family,health_life_expectancy,freedom,trust_government_corruption,generosity,dystopia_residual,happiness_category,Component 1,Component 2,Component 3,Segment K-means PCA,Segment
905,Liberia,SSA,Sub-Saharan Africa,2020,124,4.557899952,0.174103007,0.920733929,0.392284274,0.405943096,0.051139876,0.226967871,2.386757851,middle-low,2.014258014,0.397794305,-0.581427933,1,low
906,Palestinian Territories,MENA,Middle East and North Africa,2020,125,4.552800179,0.587819219,1.194755554,0.613826573,0.29870075,0.071913652,0.091816261,1.693985701,middle-low,1.107449538,-1.160076322,-0.254130073,2,medium
907,Uganda,SSA,Sub-Saharan Africa,2020,126,4.43200016,0.312337428,1.052327394,0.378311664,0.401682556,0.063818842,0.264807373,1.958671093,middle-low,1.760214039,0.527396416,-0.848705465,1,low
908,Chad,SSA,Sub-Saharan Africa,2020,127,4.422699928,0.302287489,0.739118278,0.1087441,0.228601769,0.085755408,0.210805088,2.74742651,middle-low,3.00999017,0.394353101,-0.074632179,1,low
909,Tunisia,MENA,Middle East and North Africa,2020,128,4.392199993,0.874742687,0.872167706,0.781156719,0.235860556,0.043899573,0.055881143,1.528496742,middle-low,1.182528427,-1.700136592,0.213516904,2,medium
910,Mauritania,SSA,Sub-Saharan Africa,2020,129,4.374599934,0.539684892,1.113323569,0.425184816,0.185714483,0.122257635,0.128899664,1.85955739,middle-low,1.798375297,-0.701711591,-0.157882366,1,low
911,Sri Lanka,SA,South Asia,2020,130,4.327000141,0.897986948,1.19494009,0.792036712,0.528632462,0.049444564,0.252666146,0.611288548,middle-low,0.018191739,-0.092826755,-0.87719985,2,medium
912,Congo (Kinshasa),SSA,Sub-Saharan Africa,2020,131,4.31099987,0.062487468,0.833055019,0.277212054,0.36462298,0.081466645,0.254324883,2.437864304,middle-low,2.562008103,0.834800268,-0.488021464,1,low
913,Swaziland,SSA,Sub-Saharan Africa,2020,132,4.308100224,0.827539742,1.064835191,0.215585828,0.299935788,0.146765873,0.067264833,1.686207294,middle-low,1.684661108,-0.622018982,0.794459809,1,low
914,Myanmar,SEA,Southeast Asia,2020,133,4.308000088,0.67809093,1.098178267,0.495443076,0.597478867,0.187530354,0.569813728,0.681462526,middle-low,0.276009488,3.042097147,-1.634208691,1,low
915,Comoros,SSA,Sub-Saharan Africa,2020,134,4.288599968,0.415620774,0.723232806,0.437383324,0.181028232,0.100048535,0.258538276,2.17276907,middle-low,2.411224539,0.299508251,-0.47307679,1,low
916,Togo,SSA,Sub-Saharan Africa,2020,135,4.187200069,0.268116266,0.547622859,0.342731178,0.303539038,0.114826456,0.200774252,2.409595251,middle-low,2.699358663,0.57452263,0.337845589,1,low
917,Ethiopia,SSA,Sub-Saharan Africa,2020,136,4.186200142,0.315125644,1.001103282,0.483846247,0.41256687,0.117437035,0.227698103,1.628459215,middle-low,1.586366891,0.512685411,-0.366908889,1,low
918,Madagascar,SSA,Sub-Saharan Africa,2020,137,4.165599823,0.244553208,0.823694348,0.500617027,0.192967549,0.076248638,0.191190064,2.136298418,middle-low,2.466871623,-0.232307712,-0.457609267,1,low
919,Egypt,MENA,Middle East and North Africa,2020,138,4.151400089,0.875228941,0.982539535,0.596911311,0.373684734,0.095461793,0.068801254,1.158818245,middle-low,1.05166617,-0.99144444,0.549409222,2,medium
920,Sierra Leone,SSA,Sub-Saharan Africa,2020,139,3.926399946,0.240560383,0.747984946,0.203953966,0.382027686,0.047940936,0.257647008,2.046271801,low,2.829516924,0.790621711,-0.371069517,1,low
921,Burundi,SSA,Sub-Saharan Africa,2020,140,3.775300026,0,0.403575271,0.295212835,0.275399059,0.212186828,0.187401786,2.401507378,low,3.240384775,1.15479256,0.955689174,1,low
922,Zambia,SSA,Sub-Saharan Africa,2020,141,3.759399891,0.536833763,0.896037281,0.36359334,0.49131754,0.086705238,0.250620902,1.134339333,low,1.783294544,0.771852983,-0.175642803,1,low
923,Haiti,LAC,Latin America and Caribbean,2020,142,3.720799923,0.284734428,0.646671355,0.37436673,0.169297516,0.161935672,0.463909656,1.619916916,low,2.785976465,1.976993644,-1.20931272,1,low
924,Lesotho,SSA,Sub-Saharan Africa,2020,143,3.652800083,0.45493874,1.088940024,0.100934811,0.409367532,0.050483823,0.102627642,1.445513964,low,2.519172781,-0.321315644,0.208608263,1,low
925,India,SA,South Asia,2020,144,3.573299885,0.730576158,0.644198656,0.54057014,0.581142247,0.105587982,0.237072483,0.734130859,low,1.387532066,0.901871908,0.455286,1,low
926,Malawi,SSA,Sub-Saharan Africa,2020,145,3.538000107,0.176534727,0.53036809,0.446163297,0.487389833,0.131633952,0.213185057,1.552718282,low,2.440826051,1.10519729,0.550445362,1,low
927,Yemen,MENA,Middle East and North Africa,2020,146,3.527400017,0.392701775,1.177477121,0.41500017,0.243721485,0.087352127,0.094689012,1.116472721,low,2.237740804,-0.887616345,-0.170102462,1,low
928,Botswana,SSA,Sub-Saharan Africa,2020,147,3.478899956,0.997548997,1.08569479,0.494101733,0.50908941,0.101786368,0.033407487,0.257240534,low,0.984035031,-0.904206796,0.964236172,2,medium
929,Tanzania,SSA,Sub-Saharan Africa,2020,148,3.476200104,0.457163125,0.872674644,0.442677855,0.509343088,0.203880861,0.27154091,0.718963385,low,1.525481825,1.454335577,0.235643693,1,low
930,Central African Republic,SSA,Sub-Saharan Africa,2020,149,3.475899935,0.041072082,0,0,0.292814463,0.028264718,0.253513217,2.860197544,low,4.751082125,1.307210086,0.572828101,1,low
931,Rwanda,SSA,Sub-Saharan Africa,2020,150,3.312299967,0.343242675,0.522876322,0.572383285,0.604087889,0.485542476,0.235704988,0.548444986,low,0.976608395,2.908284039,2.24580527,1,low
932,Zimbabwe,SSA,Sub-Saharan Africa,2020,151,3.299200058,0.425564021,1.047835231,0.375037611,0.37740472,0.080928579,0.151349187,0.841031075,low,2.218651003,-0.161802531,-0.081959792,1,low
933,South Sudan,SSA,Sub-Saharan Africa,2020,152,2.816600084,0.289082974,0.553278506,0.208809033,0.065609254,0.111156799,0.209934607,1.378751278,low,4.075692034,0.219780133,0.073316417,1,low
934,Afghanistan,SA,South Asia,2020,153,2.566900015,0.30070585,0.356433839,0.266051531,0,0.001225785,0.135234714,1.507235646,low,4.758825796,-0.783987107,0.139082725,1,low
935,Finland,WE,Western Europe,2021,1,7.842,1.446,1.106,0.741,0.691,0.481,0.124,3.253,high,-3.299964646,1.219523262,2.331028761,0,high
936,Denmark,WE,Western Europe,2021,2,7.62,1.502,1.108,0.763,0.686,0.485,0.208,2.868,high,-3.337857045,1.688193262,1.900446755,0,high
937,Switzerland,WE,Western Europe,2021,3,7.571,1.566,1.079,0.816,0.653,0.413,0.204,2.839,high,-3.188152541,1.208504803,1.579350247,0,high
938,Iceland,WE,Western Europe,2021,4,7.554,1.482,1.172,0.772,0.698,0.17,0.293,2.967,high,-2.652372198,0.763196496,-0.110905331,0,high
939,Netherlands,WE,Western Europe,2021,5,7.464,1.501,1.079,0.753,0.647,0.384,0.302,2.798,high,-2.912831422,1.746366277,0.917700811,0,high
940,Norway,WE,Western Europe,2021,6,7.392,1.543,1.108,0.782,0.703,0.427,0.249,2.58,high,-3.225215315,1.678152152,1.446833853,0,high
941,Sweden,WE,Western Europe,2021,7,7.363,1.478,1.062,0.763,0.685,0.448,0.244,2.683,high,-3.065566329,1.78530748,1.596401954,0,high
942,Luxembourg,WE,Western Europe,2021,8,7.324,1.751,1.003,0.76,0.639,0.353,0.166,2.653,high,-2.875159262,0.698255219,1.727841477,0,high
943,New Zealand,NAANZ,North America and ANZ,2021,9,7.277,1.4,1.094,0.785,0.665,0.445,0.276,2.612,high,-2.986977053,1.916750449,1.286923802,0,high
944,Austria,WE,Western Europe,2021,10,7.268,1.492,1.062,0.782,0.64,0.292,0.215,2.784,high,-2.565405539,0.78485986,0.965027197,0,high
945,Australia,NAANZ,North America and ANZ,2021,11,7.183,1.453,1.076,0.801,0.647,0.317,0.291,2.598,high,-2.651749199,1.364304885,0.629135134,0,high
946,Israel,MENA,Middle East and North Africa,2021,12,7.157,1.376,1.074,0.788,0.509,0.119,0.208,3.083,high,-1.685193576,-0.28316439,-0.054476934,2,medium
947,Germany,WE,Western Europe,2021,13,7.155,1.48,0.993,0.757,0.6,0.306,0.195,2.824,high,-2.310266944,0.719142493,1.196867396,0,high
948,Canada,NAANZ,North America and ANZ,2021,14,7.103,1.447,1.044,0.798,0.648,0.335,0.246,2.585,high,-2.594770619,1.206389939,1.008011623,0,high
949,Ireland,WE,Western Europe,2021,15,7.085,1.644,1.092,0.753,0.606,0.367,0.238,2.384,high,-2.74286943,1.121249719,1.189936519,0,high
950,Costa Rica,LAC,Latin America and Caribbean,2021,16,7.069,1.134,0.966,0.722,0.673,0.083,0.105,3.387,high,-1.386393478,-0.44732191,0.667675857,2,medium
951,United Kingdom,WE,Western Europe,2021,17,7.064,1.423,1.062,0.757,0.58,0.306,0.34,2.596,high,-2.310552354,1.528952922,0.255371263,0,high
952,Czech Republic,CEE,Central and Eastern Europe,2021,18,6.965,1.37,1.09,0.703,0.58,0.046,0.052,3.124,middle-high,-1.364884237,-1.323403389,0.596946758,2,medium
953,United States,NAANZ,North America and ANZ,2021,19,6.951,1.533,1.03,0.621,0.554,0.154,0.252,2.807,middle-high,-1.602048647,0.351406225,0.183338749,0,high
954,Belgium,WE,Western Europe,2021,20,6.834,1.463,0.998,0.747,0.489,0.187,0.088,2.862,middle-high,-1.538504629,-0.6886439,1.075063177,2,medium
955,France,WE,Western Europe,2021,21,6.69,1.421,1.081,0.804,0.536,0.235,0.092,2.521,middle-high,-1.86562851,-0.43288122,1.172139071,2,medium
956,Bahrain,MENA,Middle East and North Africa,2021,22,6.647,1.409,0.899,0.662,0.661,0.139,0.246,2.631,middle-high,-1.466037224,0.605989237,0.416700221,0,high
957,Malta,WE,Western Europe,2021,23,6.602,1.411,1.055,0.747,0.664,0.183,0.275,2.268,middle-high,-1.92082076,0.796137559,0.18855689,0,high
958,Taiwan Province of China,SA,South Asia,2021,24,6.584,1.48,0.982,0.665,0.49,0.139,0.142,2.687,middle-high,-1.178732295,-0.494648413,0.653395417,2,medium
959,United Arab Emirates,MENA,Middle East and North Africa,2021,25,6.561,1.555,0.86,0.594,0.67,0.223,0.236,2.422,middle-high,-1.632600712,0.965415289,1.043334552,0,high
960,Saudi Arabia,MENA,Middle East and North Africa,2021,26,6.494,1.435,0.964,0.571,0.603,0.163,0.09,2.668,middle-high,-1.191997732,-0.327770969,1.280126864,2,medium
961,Spain,WE,Western Europe,2021,27,6.491,1.375,1.057,0.826,0.462,0.124,0.135,2.513,middle-high,-1.313593411,-0.814986098,0.324656578,2,medium
962,Italy,WE,Western Europe,2021,28,6.483,1.393,0.94,0.798,0.379,0.047,0.133,2.794,middle-high,-0.754220375,-1.256927208,0.055965363,2,medium
963,Slovenia,CEE,Central and Eastern Europe,2021,29,6.461,1.36,1.093,0.722,0.69,0.085,0.122,2.388,middle-high,-1.550335671,-0.488033495,0.550330795,2,medium
964,Guatemala,LAC,Latin America and Caribbean,2021,30,6.435,0.845,0.79,0.519,0.638,0.105,0.163,3.375,middle-high,-0.22412711,0.387457482,0.684101651,2,medium
965,Uruguay,LAC,Latin America and Caribbean,2021,31,6.431,1.164,1.042,0.649,0.625,0.223,0.128,2.6,middle-high,-1.341170592,0.225761735,1.098775397,2,medium
966,Singapore,SEA,Southeast Asia,2021,32,6.377,1.695,1.019,0.897,0.664,0.547,0.176,1.379,middle-high,-3.22230135,1.595873525,2.505952407,0,high
967,Kosovo,CEE,Central and Eastern Europe,2021,33,6.372,0.937,0.807,0.483,0.593,0.014,0.356,3.182,middle-high,0.003804843,1.018475358,-0.812002947,2,medium
968,Slovakia,CEE,Central and Eastern Europe,2021,34,6.331,1.304,1.066,0.653,0.468,0.018,0.107,2.714,middle-high,-0.592970338,-1.259524174,0.069317869,2,medium
969,Brazil,LAC,Latin America and Caribbean,2021,35,6.33,1.028,0.944,0.571,0.514,0.117,0.142,3.015,middle-high,-0.38196077,-0.203991489,0.507998088,2,medium
970,Mexico,LAC,Latin America and Caribbean,2021,36,6.317,1.126,0.83,0.634,0.585,0.089,0.092,2.961,middle-high,-0.529480522,-0.497984957,0.919972649,2,medium
971,Jamaica,LAC,Latin America and Caribbean,2021,37,6.309,0.891,0.932,0.599,0.618,0.035,0.099,3.135,middle-high,-0.282450108,-0.553432873,0.448752055,2,medium
972,Lithuania,CEE,Central and Eastern Europe,2021,38,6.255,1.35,1.065,0.612,0.476,0.073,0.056,2.624,middle-high,-0.663341713,-1.283973427,0.665899457,2,medium
973,Cyprus,WE,Western Europe,2021,39,6.223,1.377,0.765,0.801,0.464,0.061,0.178,2.578,middle-high,-0.670788681,-0.599488576,0.249456477,2,medium
974,Estonia,CEE,Central and Eastern Europe,2021,40,6.189,1.344,1.079,0.64,0.641,0.263,0.119,2.103,middle-high,-1.578902622,0.286042174,1.398991102,0,high
975,Panama,LAC,Latin America and Caribbean,2021,41,6.18,1.298,0.976,0.667,0.596,0.053,0.079,2.509,middle-high,-0.807953392,-0.930217342,0.690326739,2,medium
976,Uzbekistan,CIS,Commonwealth of Independent States,2021,42,6.179,0.769,1.027,0.528,0.716,0.271,0.391,2.477,middle-high,-1.024494543,2.546544843,-0.051813296,0,high
977,Chile,LAC,Latin America and Caribbean,2021,43,6.172,1.2,0.946,0.678,0.438,0.07,0.159,2.682,middle-high,-0.405935594,-0.661426283,0.099636484,2,medium
978,Poland,CEE,Central and Eastern Europe,2021,44,6.166,1.309,0.982,0.668,0.558,0.13,0.08,2.438,middle-high,-0.929400905,-0.671200079,0.983786055,2,medium
979,Kazakhstan,CIS,Commonwealth of Independent States,2021,45,6.152,1.23,1.103,0.527,0.573,0.132,0.143,2.446,middle-high,-0.788945026,-0.168329303,0.553540582,2,medium
980,Romania,CEE,Central and Eastern Europe,2021,46,6.14,1.275,0.832,0.595,0.564,0.001,0.045,2.83,middle-high,-0.243867897,-1.259526716,0.835311559,2,medium
981,Kuwait,MENA,Middle East and North Africa,2021,47,6.106,1.461,0.857,0.58,0.591,0.13,0.12,2.368,middle-high,-0.84017477,-0.259535152,1.121289757,2,medium
982,Serbia,CEE,Central and Eastern Europe,2021,48,6.078,1.101,0.924,0.634,0.482,0.066,0.189,2.682,middle-high,-0.258289874,-0.29562964,-0.000395876,2,medium
983,El Salvador,LAC,Latin America and Caribbean,2021,49,6.061,0.845,0.675,0.565,0.615,0.16,0.116,3.085,middle-high,-0.074003646,0.348254372,1.312652139,2,medium
984,Mauritius,SSA,Sub-Saharan Africa,2021,50,6.049,1.178,0.996,0.574,0.59,0.096,0.153,2.462,middle-high,-0.603942359,-0.172113667,0.460297366,2,medium
985,Latvia,CEE,Central and Eastern Europe,2021,51,6.032,1.285,1.047,0.587,0.405,0.089,0.082,2.536,middle-high,-0.319648033,-1.140781771,0.518581174,2,medium
986,Colombia,LAC,Latin America and Caribbean,2021,52,6.012,1.021,0.866,0.615,0.554,0.063,0.1,2.794,middle-high,-0.161132317,-0.587687902,0.636503857,2,medium
987,Hungary,CEE,Central and Eastern Europe,2021,53,5.992,1.301,1.083,0.615,0.454,0.04,0.067,2.432,middle-high,-0.395046474,-1.402378557,0.381607943,2,medium
988,Thailand,SEA,Southeast Asia,2021,54,5.985,1.107,0.957,0.596,0.611,0.028,0.375,2.309,middle-high,-0.471516102,0.949485072,-1.024176586,2,medium
989,Nicaragua,LAC,Latin America and Caribbean,2021,55,5.972,0.693,0.904,0.604,0.553,0.176,0.201,2.841,middle-high,-0.157305163,0.671237548,0.413702711,2,medium
990,Japan,EA,East Asia,2021,56,5.94,1.389,0.949,0.838,0.504,0.192,0.02,2.048,middle-high,-1.195827558,-1.039401829,1.502406275,2,medium
991,Argentina,LAC,Latin America and Caribbean,2021,57,5.929,1.162,0.98,0.646,0.544,0.067,0.069,2.461,middle-high,-0.435049891,-0.955622264,0.691975782,2,medium
992,Portugal,WE,Western Europe,2021,57,5.929,1.323,0.939,0.76,0.621,0.033,0.029,2.225,middle-high,-0.837093751,-1.332886876,0.919307835,2,medium
993,Honduras,LAC,Latin America and Caribbean,2021,59,5.919,0.703,0.787,0.593,0.578,0.083,0.241,2.934,middle-high,0.173871156,0.638244762,-0.017527544,2,medium
994,Croatia,CEE,Central and Eastern Europe,2021,60,5.882,1.251,1.039,0.703,0.453,0,0.111,2.325,middle-high,-0.323407915,-1.342530644,-0.057926211,2,medium
995,Philippines,SEA,Southeast Asia,2021,61,5.88,0.853,0.828,0.426,0.651,0.126,0.125,2.872,middle-high,0.075808368,0.345615022,1.038295066,2,medium
996,South Korea,EA,East Asia,2021,62,5.845,1.403,0.758,0.801,0.353,0.135,0.134,2.262,middle-high,-0.435489513,-0.777307675,0.710637938,2,medium
997,Peru,LAC,Latin America and Caribbean,2021,63,5.84,0.986,0.833,0.623,0.536,0.031,0.087,2.744,middle-high,0.102208023,-0.813855694,0.56661896,2,medium
998,Bosnia and Herzegovina,CEE,Central and Eastern Europe,2021,64,5.813,1.032,0.919,0.618,0.395,0.005,0.261,2.583,middle-high,0.286164816,-0.272633985,-0.803249583,2,medium
999,Moldova,CEE,Central and Eastern Europe,2021,65,5.766,0.985,0.888,0.542,0.536,0.013,0.137,2.665,middle-high,0.245483555,-0.557077624,0.186526983,2,medium
1000,Ecuador,LAC,Latin America and Caribbean,2021,66,5.764,0.935,0.806,0.64,0.56,0.062,0.107,2.653,middle-high,0.046834247,-0.470529949,0.643031806,2,medium
1001,Kyrgyzstan,CIS,Commonwealth of Independent States,2021,67,5.744,0.665,0.971,0.501,0.673,0.02,0.266,2.648,middle-high,0.1753615,0.688663836,-0.526046436,2,medium
1002,Greece,WE,Western Europe,2021,68,5.723,1.273,0.811,0.76,0.243,0.074,0,2.561,middle-high,0.228871247,-2.0388654,0.898991804,2,medium
1003,Bolivia,LAC,Latin America and Caribbean,2021,69,5.716,0.842,0.782,0.486,0.6,0.064,0.138,2.805,middle-high,0.368892551,0.017897876,0.635631184,2,medium
1004,Mongolia,EA,East Asia,2021,70,5.677,0.966,1.065,0.442,0.397,0.053,0.263,2.492,middle-high,0.443566742,0.051152474,-0.708518803,2,medium
1005,Paraguay,LAC,Latin America and Caribbean,2021,71,5.653,0.983,0.97,0.549,0.602,0.037,0.206,2.306,middle-high,-0.053428007,0.050889786,-0.10418872,2,medium
1006,Montenegro,CEE,Central and Eastern Europe,2021,72,5.581,1.155,0.891,0.637,0.397,0.081,0.166,2.254,middle-high,0.105942119,-0.551036529,0.162469219,2,medium
1007,Dominican Republic,LAC,Latin America and Caribbean,2021,73,5.545,1.106,0.879,0.555,0.581,0.144,0.101,2.178,middle-high,-0.211096071,-0.143968666,1.121651717,2,medium
1008,North Cyprus,WE,Western Europe,2021,74,5.536,1.377,0.806,0.801,0.503,0.2,0.196,1.653,middle-high,-0.861749496,0.20496523,0.818081357,2,medium
1009,Belarus,CIS,Commonwealth of Independent States,2021,75,5.534,1.124,1.007,0.56,0.326,0.199,0.07,2.247,middle-high,0.072288669,-0.751423842,1.003139258,2,medium
1010,Russia,CIS,Commonwealth of Independent States,2021,76,5.477,1.241,0.992,0.511,0.409,0.06,0.115,2.148,middle-low,0.227042699,-0.923647671,0.34028284,2,medium
1011,Hong Kong,EA,East Asia,2021,76,5.477,1.525,0.841,0.893,0.408,0.342,0.232,1.236,middle-low,-1.356330614,0.672494651,1.102565274,0,high
1012,Tajikistan,CIS,Commonwealth of Independent States,2021,78,5.466,0.508,0.895,0.498,0.548,0.247,0.152,2.619,middle-low,0.318763452,0.88705693,1.021439462,1,low
1013,Vietnam,SEA,Southeast Asia,2021,79,5.411,0.817,0.873,0.616,0.679,0.091,0.124,2.211,middle-low,-0.062250731,0.063226155,0.733585292,2,medium
1014,Libya,MENA,Middle East and North Africa,2021,80,5.41,1.044,0.821,0.435,0.474,0.174,0.131,2.331,middle-low,0.360002659,0.119502189,1.084088275,2,medium
1015,Malaysia,SEA,Southeast Asia,2021,81,5.384,1.259,0.797,0.587,0.624,0.064,0.27,1.784,middle-low,-0.230398732,0.567413935,0.062257411,2,medium
1016,Indonesia,SEA,Southeast Asia,2021,82,5.345,0.954,0.786,0.433,0.598,0.046,0.541,1.987,middle-low,0.386106392,2.360029681,-1.556224206,1,low
1017,Congo (Brazzaville),SSA,Sub-Saharan Africa,2021,83,5.342,0.518,0.392,0.307,0.381,0.124,0.144,3.476,middle-low,2.00693597,0.447559396,1.11697453,1,low
1018,China,EA,East Asia,2021,84,5.339,1.061,0.785,0.665,0.636,0.117,0.093,1.982,middle-low,-0.221962016,-0.200223311,1.169500591,2,medium
1019,Ivory Coast,SSA,Sub-Saharan Africa,2021,85,5.306,0.669,0.409,0.052,0.438,0.092,0.177,3.469,middle-low,2.258988192,0.776852575,1.081958658,1,low
1020,Armenia,CIS,Commonwealth of Independent States,2021,86,5.283,0.996,0.758,0.585,0.54,0.198,0.079,2.127,middle-low,0.071927054,-0.006468499,1.548782862,2,medium
1021,Nepal,SA,South Asia,2021,87,5.269,0.519,0.702,0.496,0.488,0.135,0.287,2.642,middle-low,0.985920628,1.201540686,-0.027729175,1,low
1022,Bulgaria,CEE,Central and Eastern Europe,2021,88,5.266,1.181,1.055,0.583,0.494,0.005,0.125,1.823,middle-low,0.113458943,-1.001748306,-0.005171844,2,medium
1023,Maldives,SA,South Asia,2021,89,5.198,1.115,1.015,0.697,0.575,0.073,0.204,1.52,middle-low,-0.344448747,-0.08211858,-0.049988179,2,medium
1024,Azerbaijan,CIS,Commonwealth of Independent States,2021,90,5.171,1.025,0.841,0.541,0.526,0.276,0.043,1.919,middle-low,-0.072771715,0.066030227,2.01331196,2,medium
1025,Cameroon,SSA,Sub-Saharan Africa,2021,91,5.142,0.543,0.556,0.159,0.425,0.058,0.205,3.195,middle-low,2.191050478,0.624248425,0.420365505,1,low
1026,Senegal,SSA,Sub-Saharan Africa,2021,92,5.132,0.518,0.558,0.357,0.381,0.088,0.158,3.071,middle-low,1.895319455,0.208557387,0.609573155,1,low
1027,Albania,CEE,Central and Eastern Europe,2021,93,5.117,1.008,0.529,0.646,0.491,0.024,0.168,2.25,middle-low,0.80038142,-0.257541867,0.488826877,2,medium
1028,Macedonia,CEE,Central and Eastern Europe,2021,94,5.101,1.068,0.772,0.535,0.45,0.022,0.212,2.042,middle-low,0.745457986,-0.193316694,-0.068910642,2,medium
1029,Ghana,SSA,Sub-Saharan Africa,2021,95,5.088,0.68,0.595,0.287,0.517,0.058,0.268,2.684,middle-low,1.552306592,0.996947036,0.13125778,1,low
1030,Niger,SSA,Sub-Saharan Africa,2021,96,5.074,0.162,0.402,0.167,0.516,0.157,0.2,3.47,middle-low,2.324236617,1.530740025,1.083773716,1,low
1031,Turkmenistan,CIS,Commonwealth of Independent States,2021,97,5.066,1.046,1.172,0.439,0.602,0.033,0.366,1.409,middle-low,0.048559748,0.933262264,-1.164213642,2,medium
1032,Gambia,SSA,Sub-Saharan Africa,2021,98,5.051,0.367,0.511,0.21,0.384,0.123,0.465,2.99,middle-low,2.186543906,2.466897764,-0.80007114,1,low
1033,Benin,SSA,Sub-Saharan Africa,2021,99,5.045,0.507,0.058,0.196,0.457,0.178,0.166,3.482,middle-low,2.431569061,1.34338086,1.9162559,1,low
1034,Laos,SEA,Southeast Asia,2021,100,5.03,0.808,0.598,0.33,0.643,0.179,0.268,2.204,middle-low,0.770872181,1.718749741,0.898927856,1,low
1035,Bangladesh,SA,South Asia,2021,101,5.025,0.635,0.52,0.514,0.603,0.164,0.161,2.427,middle-low,0.875550242,0.888975722,1.270336599,1,low
1036,Guinea,SSA,Sub-Saharan Africa,2021,102,4.984,0.42,0.399,0.206,0.384,0.111,0.25,3.216,middle-low,2.425451682,1.17591204,0.508170106,1,low
1037,South Africa,SSA,Sub-Saharan Africa,2021,103,4.956,0.967,0.895,0.265,0.447,0.051,0.144,2.187,middle-low,1.234825185,-0.268697192,0.392020771,1,low
1038,Turkey,MENA,Middle East and North Africa,2021,104,4.948,1.26,0.809,0.59,0.236,0.104,0.097,1.852,middle-low,0.80246567,-1.157158122,0.636801877,2,medium
1039,Pakistan,SA,South Asia,2021,105,4.934,0.637,0.423,0.322,0.418,0.097,0.252,2.784,middle-low,1.937170642,0.972341016,0.469849122,1,low
1040,Morocco,MENA,Middle East and North Africa,2021,106,4.918,0.792,0.219,0.558,0.477,0.088,0.034,2.749,middle-low,1.569246693,-0.396797724,1.911707861,1,low
1041,Venezuela,LAC,Latin America and Caribbean,2021,107,4.892,0.852,0.897,0.574,0.284,0.072,0.078,2.135,middle-low,1.151129587,-1.159636672,0.362365217,2,medium
1042,Georgia,CIS,Commonwealth of Independent States,2021,108,4.891,1.03,0.47,0.498,0.488,0.181,0.032,2.191,middle-low,0.894415302,-0.204958394,2.155040222,1,low
1043,Algeria,MENA,Middle East and North Africa,2021,109,4.887,0.946,0.765,0.552,0.119,0.12,0.144,2.242,middle-low,1.480726733,-0.840698912,0.236943276,1,low
1044,Ukraine,CEE,Central and Eastern Europe,2021,110,4.875,0.979,0.958,0.517,0.417,0.01,0.181,1.813,middle-low,0.869960908,-0.577032791,-0.290273996,2,medium
1045,Iraq,MENA,Middle East and North Africa,2021,111,4.854,0.91,0.638,0.381,0.302,0.041,0.153,2.429,middle-low,1.777783035,-0.472609106,0.362708718,1,low
1046,Gabon,SSA,Sub-Saharan Africa,2021,112,4.852,1.037,0.707,0.362,0.424,0.064,0.058,2.201,middle-low,1.307423738,-0.765527703,1.131819133,1,low
1047,Burkina Faso,SSA,Sub-Saharan Africa,2021,113,4.834,0.364,0.472,0.179,0.381,0.122,0.182,3.133,middle-low,2.522341266,0.811074504,0.818880011,1,low
1048,Cambodia,SEA,Southeast Asia,2021,114,4.83,0.603,0.68,0.426,0.702,0.061,0.21,2.148,middle-low,0.981626468,0.923516441,0.486613159,1,low
1049,Mozambique,SSA,Sub-Saharan Africa,2021,115,4.794,0.183,0.634,0.196,0.608,0.163,0.228,2.783,middle-low,1.861493101,1.731946738,0.756424327,1,low
1050,Nigeria,SSA,Sub-Saharan Africa,2021,116,4.759,0.663,0.625,0.051,0.433,0.039,0.212,2.736,middle-low,2.383725117,0.596438744,0.345545875,1,low
1051,Mali,SSA,Sub-Saharan Africa,2021,117,4.723,0.387,0.59,0.11,0.384,0.072,0.164,3.016,middle-low,2.664024093,0.453038466,0.579351973,1,low
1052,Iran,MENA,Middle East and North Africa,2021,118,4.721,1.03,0.557,0.561,0.275,0.144,0.33,1.823,middle-low,1.198890414,0.83698242,-0.106383292,1,low
1053,Uganda,SSA,Sub-Saharan Africa,2021,119,4.636,0.364,0.718,0.24,0.398,0.054,0.267,2.596,middle-low,2.301238048,0.825780646,-0.323099366,1,low
1054,Liberia,SSA,Sub-Saharan Africa,2021,120,4.625,0.228,0.58,0.253,0.43,0.057,0.221,2.857,middle-low,2.523729489,0.785842181,0.116999194,1,low
1055,Kenya,SSA,Sub-Saharan Africa,2021,121,4.607,0.603,0.508,0.385,0.483,0.073,0.375,2.18,middle-low,1.75738995,1.653077468,-0.386753746,1,low
1056,Tunisia,MENA,Middle East and North Africa,2021,122,4.596,0.919,0.515,0.59,0.334,0.044,0.057,2.138,middle-low,1.599707634,-1.070049506,1.000271401,1,low
1057,Lebanon,MENA,Middle East and North Africa,2021,123,4.584,1.045,0.868,0.595,0.175,0.026,0.14,1.736,middle-low,1.421986286,-1.320793731,-0.217647272,2,medium
1058,Namibia,SSA,Sub-Saharan Africa,2021,124,4.574,0.882,0.801,0.262,0.411,0.059,0.091,2.068,middle-low,1.692788974,-0.513676071,0.780810268,1,low
